Customer_ID,Age_Group,Gender,City_Tier,Income_Level,Connection_Type,Booking_Method,Booking_Frequency,Delivery_Days,Complaint,Overall_Satisfaction
645,50+,Female,Tier 3,20k-50k,Domestic,Call,3-6 months,3,1,2
646,18-25,Male,Tier 2,20k-50k,Domestic,Call,Monthly,5,1,1
647,18-25,Male,Tier 3,1L+,Domestic,Call,2-3 months,4,1,1
648,18-25,Prefer not to say,Tier 1,20k-50k,Domestic,Call,2-3 months,5,1,1
649,50+,Prefer not to say,Tier 3,20k-50k,Commercial,Mobile App,2-3 months,2,0,3
650,18-25,Prefer not to say,Tier 3,<20k,Domestic,Website,2-3 months,5,1,1
651,36-50,Prefer not to say,Tier 2,<20k,Domestic,Agent,Monthly,6,1,1
652,50+,Female,Tier 2,50k-1L,Domestic,Mobile App,3-6 months,1,0,5
653,36-50,Prefer not to say,Tier 2,20k-50k,Domestic,Call,Monthly,5,1,1
654,18-25,Female,Tier 3,20k-50k,Domestic,Mobile App,2-3 months,3,0,3
655,26-35,Prefer not to say,Tier 2,<20k,Domestic,Mobile App,2-3 months,2,0,5
656,18-25,Female,Tier 1,20k-50k,Domestic,Mobile App,Monthly,2,0,4
657,36-50,Male,Tier 2,20k-50k,Domestic,Call,3-6 months,6,1,1
658,36-50,Female,Tier 3,<20k,Domestic,Agent,Monthly,6,1,1
659,50+,Female,Tier 3,50k-1L,Domestic,Call,Monthly,2,1,4
660,26-35,Prefer not to say,Tier 3,<20k,Domestic,Call,Monthly,3,1,3
661,50+,Female,Tier 2,20k-50k,Domestic,Mobile App,3-6 months,2,0,3
662,36-50,Male,Tier 1,50k-1L,Domestic,Mobile App,Monthly,1,0,4
663,18-25,Male,Tier 1,20k-50k,Domestic,Mobile App,Monthly,2,0,3
664,26-35,Prefer not to say,Tier 1,50k-1L,Domestic,Agent,2-3 months,3,1,4
665,18-25,Male,Tier 1,50k-1L,Domestic,Website,Monthly,2,0,3
666,18-25,Female,Tier 2,50k-1L,Domestic,Mobile App,2-3 months,3,0,3
667,26-35,Male,Tier 1,<20k,Domestic,Call,2-3 months,3,1,3
668,50+,Prefer not to say,Tier 2,<20k,Domestic,Website,2-3 months,4,1,2
669,18-25,Female,Tier 3,20k-50k,Domestic,Mobile App,3-6 months,2,0,4
670,36-50,Prefer not to say,Tier 2,20k-50k,Domestic,Agent,2-3 months,2,1,4
671,18-25,Female,Tier 3,50k-1L,Commercial,Call,Monthly,3,1,4
672,26-35,Male,Tier 2,50k-1L,Domestic,Call,Monthly,4,1,2
673,26-35,Prefer not to say,Tier 1,50k-1L,Commercial,Mobile App,2-3 months,1,0,5
674,26-35,Prefer not to say,Tier 2,1L+,Domestic,Call,2-3 months,6,1,1
675,50+,Female,Tier 1,50k-1L,Domestic,Agent,Monthly,2,1,5
676,18-25,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,2,0,5
677,50+,Female,Tier 2,20k-50k,Commercial,Call,3-6 months,4,1,2
678,50+,Female,Tier 1,50k-1L,Domestic,Mobile App,2-3 months,2,0,4
679,26-35,Female,Tier 1,<20k,Domestic,Agent,3-6 months,6,1,1
680,26-35,Female,Tier 2,<20k,Domestic,Call,3-6 months,2,1,4
681,50+,Male,Tier 3,20k-50k,Domestic,Agent,3-6 months,5,1,1
682,18-25,Female,Tier 2,50k-1L,Domestic,Mobile App,2-3 months,2,0,3
683,36-50,Prefer not to say,Tier 2,<20k,Domestic,Mobile App,3-6 months,3,0,4
684,50+,Male,Tier 1,50k-1L,Domestic,Mobile App,3-6 months,3,0,4
685,18-25,Prefer not to say,Tier 2,50k-1L,Domestic,Mobile App,2-3 months,2,0,3
686,26-35,Male,Tier 2,20k-50k,Domestic,Mobile App,3-6 months,2,0,5
687,26-35,Female,Tier 2,<20k,Domestic,Call,2-3 months,5,1,1
688,18-25,Male,Tier 3,<20k,Domestic,Mobile App,Monthly,1,0,5
689,36-50,Male,Tier 2,50k-1L,Commercial,Call,3-6 months,4,1,3
690,26-35,Prefer not to say,Tier 3,50k-1L,Commercial,Mobile App,2-3 months,3,0,4
691,26-35,Prefer not to say,Tier 3,50k-1L,Commercial,Call,Monthly,5,1,1
692,26-35,Female,Tier 1,20k-50k,Domestic,Agent,3-6 months,3,1,2
693,18-25,Male,Tier 2,<20k,Commercial,Call,3-6 months,5,1,2
694,50+,Male,Tier 3,<20k,Domestic,Website,2-3 months,2,0,4
695,26-35,Male,Tier 1,50k-1L,Domestic,Mobile App,Monthly,2,0,5
696,50+,Female,Tier 2,<20k,Domestic,Mobile App,2-3 months,2,0,3
697,36-50,Female,Tier 3,20k-50k,Domestic,Mobile App,3-6 months,1,0,5
698,26-35,Female,Tier 2,20k-50k,Commercial,Mobile App,3-6 months,1,0,5
699,26-35,Female,Tier 1,<20k,Domestic,Call,3-6 months,4,1,1
700,36-50,Female,Tier 2,<20k,Domestic,Mobile App,3-6 months,3,0,3
701,26-35,Prefer not to say,Tier 1,20k-50k,Domestic,Call,Monthly,3,1,4
702,50+,Male,Tier 2,20k-50k,Domestic,Mobile App,Monthly,1,0,4
703,18-25,Male,Tier 1,<20k,Domestic,Website,2-3 months,4,1,2
704,50+,Male,Tier 2,50k-1L,Domestic,Website,2-3 months,5,1,2
705,18-25,Male,Tier 2,50k-1L,Domestic,Mobile App,2-3 months,1,0,5
706,18-25,Male,Tier 2,20k-50k,Domestic,Mobile App,3-6 months,1,0,5
707,50+,Male,Tier 2,50k-1L,Domestic,Agent,2-3 months,4,1,2
708,50+,Male,Tier 2,20k-50k,Domestic,Website,Monthly,4,1,1
709,50+,Male,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,1,0,5
710,50+,Prefer not to say,Tier 1,50k-1L,Commercial,Mobile App,2-3 months,3,0,3
711,36-50,Male,Tier 2,50k-1L,Domestic,Website,Monthly,4,1,2
712,26-35,Prefer not to say,Tier 1,50k-1L,Domestic,Agent,Monthly,5,1,1
713,18-25,Female,Tier 3,<20k,Domestic,Mobile App,3-6 months,3,0,2
714,50+,Male,Tier 1,<20k,Domestic,Call,Monthly,4,1,2
715,50+,Female,Tier 2,50k-1L,Domestic,Website,Monthly,3,0,2
716,50+,Female,Tier 2,20k-50k,Domestic,Agent,2-3 months,5,1,1
717,36-50,Female,Tier 2,20k-50k,Domestic,Agent,Monthly,5,1,1
718,50+,Prefer not to say,Tier 1,50k-1L,Domestic,Agent,3-6 months,6,1,1
719,50+,Female,Tier 2,50k-1L,Domestic,Mobile App,2-3 months,3,0,2
720,50+,Female,Tier 2,50k-1L,Domestic,Agent,3-6 months,5,1,1
721,26-35,Female,Tier 2,20k-50k,Domestic,Mobile App,Monthly,2,0,4
722,36-50,Male,Tier 2,50k-1L,Domestic,Website,3-6 months,3,0,2
723,50+,Male,Tier 2,<20k,Commercial,Mobile App,3-6 months,2,0,3
724,18-25,Prefer not to say,Tier 2,<20k,Domestic,Agent,Monthly,2,1,4
725,18-25,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,Monthly,2,0,4
726,18-25,Male,Tier 2,<20k,Domestic,Call,2-3 months,3,1,4
727,36-50,Prefer not to say,Tier 2,20k-50k,Commercial,Mobile App,2-3 months,1,0,5
728,36-50,Male,Tier 1,50k-1L,Domestic,Call,2-3 months,2,1,4
729,18-25,Female,Tier 1,20k-50k,Domestic,Agent,Monthly,4,1,2
730,50+,Female,Tier 1,<20k,Domestic,Agent,3-6 months,4,1,3
731,36-50,Prefer not to say,Tier 1,20k-50k,Commercial,Call,3-6 months,5,1,1
732,18-25,Male,Tier 2,20k-50k,Commercial,Mobile App,2-3 months,1,0,5
733,18-25,Male,Tier 2,20k-50k,Domestic,Website,2-3 months,5,1,1
734,50+,Prefer not to say,Tier 1,50k-1L,Domestic,Agent,Monthly,2,1,5
735,26-35,Male,Tier 3,50k-1L,Domestic,Agent,3-6 months,2,1,5
736,36-50,Female,Tier 1,20k-50k,Domestic,Agent,2-3 months,5,1,2
737,50+,Prefer not to say,Tier 2,50k-1L,Domestic,Agent,Monthly,4,1,1
738,18-25,Prefer not to say,Tier 2,<20k,Domestic,Mobile App,2-3 months,2,0,5
739,18-25,Male,Tier 2,20k-50k,Domestic,Agent,Monthly,5,1,1
740,50+,Prefer not to say,Tier 1,50k-1L,Domestic,Call,3-6 months,6,1,1
741,36-50,Male,Tier 2,20k-50k,Domestic,Agent,Monthly,4,1,2
742,26-35,Male,Tier 2,1L+,Domestic,Agent,2-3 months,3,1,3
743,26-35,Male,Tier 3,20k-50k,Domestic,Mobile App,2-3 months,2,0,5
744,18-25,Male,Tier 2,50k-1L,Commercial,Mobile App,3-6 months,1,0,5
745,36-50,Male,Tier 3,20k-50k,Domestic,Mobile App,3-6 months,2,0,5
746,26-35,Prefer not to say,Tier 1,20k-50k,Domestic,Mobile App,2-3 months,3,0,2
747,36-50,Female,Tier 2,20k-50k,Domestic,Call,2-3 months,2,1,4
748,36-50,Female,Tier 2,50k-1L,Domestic,Agent,2-3 months,4,1,1
749,18-25,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,3-6 months,2,0,5
750,26-35,Prefer not to say,Tier 1,1L+,Domestic,Mobile App,2-3 months,3,0,4
751,50+,Female,Tier 2,20k-50k,Domestic,Website,3-6 months,6,1,1
752,18-25,Female,Tier 2,<20k,Domestic,Agent,2-3 months,4,1,2
753,26-35,Female,Tier 2,20k-50k,Domestic,Call,Monthly,3,1,4
754,26-35,Female,Tier 2,20k-50k,Commercial,Agent,Monthly,4,1,2
755,26-35,Female,Tier 3,50k-1L,Domestic,Call,2-3 months,2,1,4
756,26-35,Male,Tier 1,20k-50k,Commercial,Mobile App,Monthly,2,0,3
757,26-35,Prefer not to say,Tier 3,50k-1L,Commercial,Mobile App,3-6 months,2,0,5
758,36-50,Male,Tier 3,20k-50k,Domestic,Mobile App,Monthly,3,0,2
759,18-25,Female,Tier 3,20k-50k,Domestic,Mobile App,Monthly,1,0,5
760,36-50,Female,Tier 2,50k-1L,Domestic,Website,3-6 months,3,0,2
761,50+,Female,Tier 2,<20k,Domestic,Agent,Monthly,6,1,1
762,26-35,Male,Tier 3,20k-50k,Domestic,Mobile App,Monthly,1,0,4
763,18-25,Male,Tier 1,1L+,Commercial,Mobile App,2-3 months,3,0,2
764,26-35,Female,Tier 2,50k-1L,Domestic,Mobile App,3-6 months,3,0,3
765,18-25,Male,Tier 2,20k-50k,Domestic,Agent,3-6 months,5,1,2
766,36-50,Male,Tier 2,20k-50k,Domestic,Agent,2-3 months,2,1,4
767,18-25,Female,Tier 1,20k-50k,Domestic,Mobile App,2-3 months,3,0,3
768,50+,Male,Tier 2,20k-50k,Domestic,Mobile App,Monthly,1,0,5
769,50+,Prefer not to say,Tier 3,50k-1L,Domestic,Call,Monthly,6,1,1
770,18-25,Prefer not to say,Tier 1,50k-1L,Domestic,Call,Monthly,5,1,1
771,18-25,Prefer not to say,Tier 3,20k-50k,Domestic,Mobile App,2-3 months,3,0,2
772,18-25,Prefer not to say,Tier 1,<20k,Domestic,Call,3-6 months,2,1,5
773,18-25,Female,Tier 2,20k-50k,Domestic,Call,Monthly,2,1,4
774,50+,Female,Tier 1,<20k,Domestic,Mobile App,2-3 months,1,0,4
775,26-35,Female,Tier 1,<20k,Domestic,Mobile App,3-6 months,2,0,3
776,18-25,Prefer not to say,Tier 3,20k-50k,Domestic,Mobile App,2-3 months,2,0,4
777,18-25,Prefer not to say,Tier 2,<20k,Domestic,Agent,Monthly,3,1,4
778,50+,Male,Tier 2,<20k,Domestic,Website,2-3 months,3,0,2
779,50+,Male,Tier 1,20k-50k,Domestic,Agent,2-3 months,5,1,2
780,36-50,Prefer not to say,Tier 2,<20k,Domestic,Agent,2-3 months,2,1,4
781,18-25,Prefer not to say,Tier 2,<20k,Domestic,Call,2-3 months,4,1,1
782,36-50,Prefer not to say,Tier 2,20k-50k,Domestic,Call,3-6 months,6,1,1
783,50+,Prefer not to say,Tier 2,<20k,Domestic,Website,Monthly,5,1,1
784,50+,Male,Tier 3,20k-50k,Domestic,Mobile App,3-6 months,1,0,5
785,26-35,Prefer not to say,Tier 2,<20k,Commercial,Call,2-3 months,6,1,1
786,18-25,Male,Tier 2,50k-1L,Domestic,Call,2-3 months,3,1,2
787,36-50,Prefer not to say,Tier 1,1L+,Domestic,Call,Monthly,4,1,2
788,50+,Prefer not to say,Tier 2,50k-1L,Domestic,Mobile App,Monthly,1,0,4
789,50+,Prefer not to say,Tier 2,20k-50k,Domestic,Call,3-6 months,6,1,1
790,36-50,Male,Tier 2,50k-1L,Commercial,Agent,3-6 months,6,1,1
791,26-35,Male,Tier 1,50k-1L,Domestic,Mobile App,Monthly,1,0,5
792,50+,Female,Tier 3,<20k,Commercial,Agent,3-6 months,6,1,1
793,18-25,Prefer not to say,Tier 1,20k-50k,Domestic,Mobile App,2-3 months,1,0,5
794,50+,Female,Tier 2,50k-1L,Domestic,Website,2-3 months,4,1,1
795,18-25,Female,Tier 2,20k-50k,Domestic,Call,Monthly,5,1,1
796,36-50,Male,Tier 1,<20k,Domestic,Call,3-6 months,3,1,4
797,18-25,Male,Tier 2,50k-1L,Domestic,Mobile App,2-3 months,1,0,4
798,36-50,Female,Tier 2,50k-1L,Domestic,Mobile App,Monthly,2,0,5
799,18-25,Prefer not to say,Tier 3,<20k,Domestic,Call,3-6 months,3,1,2
800,36-50,Male,Tier 3,20k-50k,Domestic,Mobile App,2-3 months,3,0,4
801,18-25,Prefer not to say,Tier 3,<20k,Commercial,Call,3-6 months,4,1,3
802,26-35,Prefer not to say,Tier 1,50k-1L,Domestic,Mobile App,3-6 months,3,0,3
803,18-25,Female,Tier 2,20k-50k,Domestic,Agent,3-6 months,2,1,3
804,18-25,Female,Tier 2,20k-50k,Domestic,Agent,Monthly,5,1,1
805,26-35,Female,Tier 3,50k-1L,Domestic,Mobile App,2-3 months,2,0,5
806,50+,Female,Tier 2,20k-50k,Domestic,Call,Monthly,3,1,2
807,50+,Male,Tier 3,50k-1L,Domestic,Agent,2-3 months,2,1,5
808,18-25,Male,Tier 2,20k-50k,Domestic,Call,2-3 months,6,1,1
809,26-35,Female,Tier 2,20k-50k,Domestic,Mobile App,Monthly,1,0,5
810,18-25,Male,Tier 1,20k-50k,Domestic,Call,Monthly,5,1,2
811,36-50,Female,Tier 2,<20k,Domestic,Mobile App,2-3 months,1,0,5
812,36-50,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,2,0,5
813,18-25,Prefer not to say,Tier 2,<20k,Domestic,Mobile App,2-3 months,2,0,4
814,50+,Prefer not to say,Tier 2,50k-1L,Domestic,Call,3-6 months,3,1,4
815,50+,Female,Tier 2,1L+,Domestic,Mobile App,2-3 months,3,0,2
816,18-25,Prefer not to say,Tier 1,1L+,Commercial,Website,Monthly,4,1,3
817,18-25,Male,Tier 2,20k-50k,Domestic,Mobile App,Monthly,1,0,5
818,36-50,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,Monthly,2,0,3
819,50+,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,1,0,4
820,18-25,Prefer not to say,Tier 1,50k-1L,Domestic,Mobile App,2-3 months,2,0,5
821,36-50,Male,Tier 1,<20k,Domestic,Call,3-6 months,3,1,4
822,50+,Female,Tier 1,1L+,Domestic,Mobile App,3-6 months,3,0,3
823,26-35,Male,Tier 2,20k-50k,Domestic,Mobile App,Monthly,1,0,4
824,36-50,Female,Tier 1,1L+,Commercial,Mobile App,3-6 months,2,0,3
825,50+,Female,Tier 2,50k-1L,Domestic,Mobile App,3-6 months,2,0,4
826,50+,Prefer not to say,Tier 3,50k-1L,Domestic,Mobile App,Monthly,1,0,5
827,36-50,Female,Tier 1,20k-50k,Domestic,Agent,2-3 months,2,1,5
828,26-35,Male,Tier 2,<20k,Domestic,Call,3-6 months,6,1,1
829,36-50,Male,Tier 2,20k-50k,Domestic,Call,2-3 months,6,1,1
830,50+,Female,Tier 3,20k-50k,Commercial,Call,Monthly,6,1,1
831,18-25,Prefer not to say,Tier 2,<20k,Domestic,Call,Monthly,2,1,3
832,18-25,Prefer not to say,Tier 2,20k-50k,Domestic,Website,3-6 months,4,1,3
833,36-50,Male,Tier 3,20k-50k,Domestic,Mobile App,Monthly,1,0,5
834,50+,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,Monthly,2,0,5
835,18-25,Female,Tier 3,20k-50k,Commercial,Mobile App,Monthly,1,0,4
836,50+,Female,Tier 1,<20k,Domestic,Mobile App,3-6 months,1,0,5
837,36-50,Male,Tier 3,1L+,Domestic,Mobile App,3-6 months,1,0,5
838,18-25,Female,Tier 2,<20k,Domestic,Call,3-6 months,5,1,2
839,50+,Male,Tier 2,20k-50k,Domestic,Mobile App,Monthly,1,0,5
840,18-25,Female,Tier 1,20k-50k,Domestic,Website,2-3 months,2,0,5
841,36-50,Male,Tier 2,50k-1L,Domestic,Mobile App,Monthly,1,0,4
842,50+,Prefer not to say,Tier 1,<20k,Domestic,Mobile App,3-6 months,1,0,4
843,18-25,Female,Tier 3,20k-50k,Domestic,Website,2-3 months,3,0,2
844,36-50,Female,Tier 3,20k-50k,Commercial,Agent,2-3 months,4,1,3
845,18-25,Male,Tier 1,<20k,Domestic,Mobile App,3-6 months,2,0,4
846,18-25,Male,Tier 3,20k-50k,Domestic,Call,2-3 months,3,1,2
847,26-35,Female,Tier 2,1L+,Domestic,Agent,2-3 months,4,1,3
848,26-35,Male,Tier 2,1L+,Domestic,Mobile App,3-6 months,1,0,5
849,36-50,Female,Tier 2,<20k,Commercial,Mobile App,2-3 months,2,0,4
850,26-35,Prefer not to say,Tier 1,<20k,Domestic,Agent,2-3 months,6,1,1
851,36-50,Male,Tier 1,20k-50k,Domestic,Call,3-6 months,3,1,4
852,26-35,Female,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,2,0,5
853,18-25,Prefer not to say,Tier 3,<20k,Domestic,Call,2-3 months,6,1,1
854,36-50,Prefer not to say,Tier 1,<20k,Domestic,Mobile App,2-3 months,1,0,4
855,36-50,Female,Tier 3,1L+,Domestic,Agent,2-3 months,2,1,5
856,18-25,Male,Tier 2,1L+,Commercial,Mobile App,3-6 months,3,0,2
857,36-50,Female,Tier 2,<20k,Domestic,Agent,Monthly,5,1,1
858,36-50,Prefer not to say,Tier 2,20k-50k,Commercial,Call,Monthly,2,1,3
859,26-35,Female,Tier 3,20k-50k,Domestic,Mobile App,2-3 months,3,0,4
860,36-50,Male,Tier 2,<20k,Domestic,Mobile App,3-6 months,3,0,2
861,50+,Prefer not to say,Tier 2,20k-50k,Domestic,Agent,3-6 months,4,1,3
862,18-25,Female,Tier 2,20k-50k,Domestic,Website,2-3 months,2,0,5
863,26-35,Male,Tier 1,50k-1L,Domestic,Mobile App,Monthly,3,0,2
864,26-35,Prefer not to say,Tier 1,50k-1L,Commercial,Mobile App,2-3 months,1,0,4
865,50+,Male,Tier 2,20k-50k,Commercial,Call,3-6 months,5,1,1
866,18-25,Prefer not to say,Tier 2,50k-1L,Commercial,Agent,3-6 months,4,1,3
867,18-25,Female,Tier 2,20k-50k,Domestic,Mobile App,Monthly,1,0,5
868,26-35,Male,Tier 2,20k-50k,Commercial,Call,3-6 months,5,1,1
869,36-50,Prefer not to say,Tier 2,20k-50k,Domestic,Call,3-6 months,2,1,3
870,26-35,Male,Tier 2,<20k,Domestic,Mobile App,3-6 months,1,0,5
871,18-25,Male,Tier 2,<20k,Domestic,Mobile App,Monthly,2,0,3
872,50+,Female,Tier 3,20k-50k,Domestic,Mobile App,3-6 months,1,0,5
873,26-35,Male,Tier 2,1L+,Domestic,Agent,2-3 months,2,1,4
874,18-25,Prefer not to say,Tier 2,<20k,Domestic,Call,Monthly,4,1,3
875,26-35,Prefer not to say,Tier 1,20k-50k,Commercial,Call,2-3 months,5,1,2
876,36-50,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,2,0,4
877,26-35,Prefer not to say,Tier 2,50k-1L,Domestic,Mobile App,Monthly,3,0,3
878,26-35,Female,Tier 2,<20k,Commercial,Agent,2-3 months,2,1,3
879,18-25,Male,Tier 2,1L+,Domestic,Mobile App,Monthly,1,0,5
880,18-25,Female,Tier 3,50k-1L,Commercial,Call,2-3 months,4,1,1
881,18-25,Male,Tier 1,20k-50k,Domestic,Call,Monthly,4,1,3
882,26-35,Male,Tier 2,50k-1L,Domestic,Mobile App,3-6 months,3,0,2
883,36-50,Male,Tier 2,<20k,Domestic,Mobile App,3-6 months,2,0,5
884,50+,Female,Tier 1,20k-50k,Domestic,Mobile App,2-3 months,3,0,3
885,50+,Male,Tier 1,50k-1L,Domestic,Mobile App,3-6 months,3,0,3
886,18-25,Female,Tier 2,<20k,Domestic,Agent,Monthly,3,1,3
887,18-25,Prefer not to say,Tier 1,20k-50k,Domestic,Mobile App,2-3 months,1,0,4
888,26-35,Prefer not to say,Tier 1,20k-50k,Commercial,Mobile App,3-6 months,1,0,5
889,50+,Male,Tier 1,20k-50k,Domestic,Agent,3-6 months,6,1,1
890,18-25,Female,Tier 2,1L+,Domestic,Mobile App,2-3 months,2,0,5
891,36-50,Prefer not to say,Tier 2,<20k,Domestic,Call,3-6 months,5,1,2
892,36-50,Female,Tier 2,50k-1L,Domestic,Mobile App,3-6 months,2,0,5
893,18-25,Female,Tier 3,20k-50k,Domestic,Mobile App,2-3 months,1,0,4
894,18-25,Male,Tier 2,50k-1L,Commercial,Mobile App,3-6 months,2,0,5
895,50+,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,3-6 months,2,0,4
896,50+,Male,Tier 3,20k-50k,Domestic,Agent,3-6 months,6,1,1
897,26-35,Male,Tier 2,50k-1L,Domestic,Call,3-6 months,4,1,2
898,50+,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,2-3 months,1,0,4
899,36-50,Prefer not to say,Tier 2,20k-50k,Domestic,Mobile App,Monthly,1,0,4
900,36-50,Female,Tier 1,20k-50k,Domestic,Mobile App,Monthly,3,0,3
901,18-25,Prefer not to say,Tier 2,50k-1L,Domestic,Mobile App,3-6 months,3,0,4
902,50+,Female,Tier 2,20k-50k,Domestic,Mobile App,3-6 months,3,0,2
903,26-35,Female,Tier 2,1L+,Domestic,Call,Monthly,4,1,1
904,36-50,Female,Tier 1,20k-50k,Domestic,Agent,3-6 months,3,1,2
905,36-50,Prefer not to say,Tier 3,20k-50k,Domestic,Mobile App,Monthly,1,0,5
906,26-35,Male,Tier 2,50k-1L,Domestic,Agent,2-3 months,3,1,3
907,26-35,Female,Tier 2,50k-1L,Commercial,Agent,2-3 months,6,1,1
908,36-50,Male,Tier 3,50k-1L,Domestic,Mobile App,2-3 months,3,0,4
909,36-50,Male,Tier 2,1L+,Domestic,Agent,2-3 months,6,1,1
910,26-35,Prefer not to say,Tier 3,20k-50k,Domestic,Agent,2-3 months,2,1,5
911,36-50,Male,Tier 2,<20k,Commercial,Mobile App,2-3 months,2,0,5
912,18-25,Male,Tier 1,<20k,Commercial,Website,Monthly,5,1,1
913,18-25,Prefer not to say,Tier 2,50k-1L,Commercial,Mobile App,3-6 months,3,0,4
914,26-35,Female,Tier 2,50k-1L,Domestic,Mobile App,Monthly,2,0,5
915,50+,Male,Tier 2,<20k,Domestic,Agent,2-3 months,5,1,1
916,26-35,Prefer not to say,Tier 3,<20k,Domestic,Mobile App,3-6 months,2,0,3
917,26-35,Male,Tier 2,<20k,Domestic,Mobile App,3-6 months,2,0,4
918,50+,Male,Tier 2,50k-1L,Domestic,Mobile App,2-3 months,1,0,4
919,50+,Female,Tier 3,20k-50k,Domestic,Agent,2-3 months,3,1,4
920,50+,Male,Tier 2,20k-50k,Domestic,Agent,2-3 months,4,1,3
921,18-25,Prefer not to say,Tier 2,20k-50k,Domestic,Call,2-3 months,2,1,5
922,36-50,Male,Tier 3,50k-1L,Domestic,Website,2-3 months,4,1,2
923,18-25,Female,Tier 1,50k-1L,Domestic,Mobile App,2-3 months,1,0,4
924,36-50,Female,Tier 2,20k-50k,Commercial,Mobile App,3-6 months,3,0,4
925,18-25,Prefer not to say,Tier 3,<20k,Domestic,Call,2-3 months,3,1,2
926,36-50,Female,Tier 2,20k-50k,Domestic,Agent,2-3 months,5,1,1
927,18-25,Male,Tier 2,50k-1L,Domestic,Mobile App,3-6 months,1,0,4
928,50+,Female,Tier 2,1L+,Domestic,Mobile App,Monthly,1,0,4
929,26-35,Prefer not to say,Tier 2,<20k,Domestic,Agent,2-3 months,3,1,3
930,18-25,Female,Tier 3,<20k,Domestic,Website,3-6 months,6,1,1
931,36-50,Female,Tier 1,<20k,Domestic,Call,3-6 months,2,1,4
932,50+,Female,Tier 1,20k-50k,Domestic,Mobile App,Monthly,2,0,5
933,18-25,Prefer not to say,Tier 1,50k-1L,Commercial,Website,2-3 months,2,0,5
934,18-25,Female,Tier 2,<20k,Domestic,Agent,2-3 months,3,1,4
935,50+,Female,Tier 2,20k-50k,Domestic,Call,2-3 months,2,1,4
936,18-25,Male,Tier 3,20k-50k,Domestic,Agent,3-6 months,2,1,3
937,26-35,Prefer not to say,Tier 2,<20k,Commercial,Agent,2-3 months,3,1,3
938,18-25,Female,Tier 2,20k-50k,Domestic,Website,2-3 months,6,1,1
939,26-35,Prefer not to say,Tier 1,20k-50k,Domestic,Agent,2-3 months,6,1,1
940,26-35,Female,Tier 2,20k-50k,Commercial,Call,2-3 months,5,1,1
941,50+,Female,Tier 2,50k-1L,Commercial,Call,Monthly,6,1,1
942,18-25,Female,Tier 1,20k-50k,Commercial,Mobile App,Monthly,3,0,2
943,50+,Male,Tier 1,<20k,Domestic,Call,Monthly,2,1,4
944,18-25,Male,Tier 1,1L+,Domestic,Agent,2-3 months,5,1,2
945,18-25,Male,Tier 1,20k-50k,Commercial,Website,2-3 months,3,0,2
946,36-50,Prefer not to say,Tier 2,50k-1L,Domestic,Mobile App,3-6 months,3,0,2
947,18-25,Prefer not to say,Tier 1,<20k,Domestic,Call,3-6 months,4,1,2
948,50+,Male,Tier 2,<20k,Domestic,Mobile App,3-6 months,3,0,3
949,26-35,Prefer not to say,Tier 3,<20k,Domestic,Call,2-3 months,2,1,4
950,18-25,Female,Tier 2,<20k,Commercial,Call,Monthly,4,1,3
951,36-50,Female,Tier 3,20k-50k,Domestic,Mobile App,Monthly,1,0,5
952,50+,Female,Tier 2,1L+,Domestic,Call,Monthly,3,1,4
953,18-25,Male,Tier 2,20k-50k,Commercial,Mobile App,2-3 months,2,0,4
954,50+,Prefer not to say,Tier 3,20k-50k,Domestic,Mobile App,Monthly,2,0,4
955,36-50,Male,Tier 1,20k-50k,Domestic,Agent,3-6 months,5,1,2
956,36-50,Prefer not to say,Tier 3,<20k,Domestic,Mobile App,3-6 months,2,0,4
957,50+,Female,Tier 1,20k-50k,Domestic,Mobile App,Monthly,2,0,5
958,18-25,Male,Tier 2,20k-50k,Domestic,Mobile App,3-6 months,2,0,5
959,26-35,Prefer not to say,Tier 1,50k-1L,Domestic,Mobile App,Monthly,2,0,4
960,36-50,Prefer not to say,Tier 2,1L+,Domestic,Agent,Monthly,4,1,2
961,18-25,Female,Tier 2,20k-50k,Domestic,Mobile App,3-6 months,3,0,2
962,18-25,Male,Tier 2,20k-50k,Domestic,Agent,3-6 months,3,1,3
963,26-35,Male,Tier 2,1L+,Domestic,Mobile App,3-6 months,3,0,2
964,36-50,Male,Tier 2,50k-1L,Domestic,Mobile App,3-6 months,3,0,3
965,36-50,Female,Tier 1,20k-50k,Domestic,Mobile App,Monthly,1,0,5
966,18-25,Male,Tier 2,1L+,Domestic,Agent,3-6 months,2,1,5
967,18-25,Female,Tier 3,<20k,Domestic,Call,3-6 months,6,1,1
968,26-35,Female,Tier 2,1L+,Domestic,Website,2-3 months,4,1,2
